NODE,TIME,DATA TYPE,VALUES
14	R,17,CURRENT_icmp_sent,9
14	R,17,CURRENT_icmp_recv,13
11	R,17,CURRENT_icmp_sent,4
11	R,17,CURRENT_icmp_recv,3
6	R,17,CURRENT_icmp_sent,7
6	R,17,CURRENT_icmp_recv,2
21	R,17,CURRENT_icmp_sent,6
21	R,17,CURRENT_icmp_recv,6
19	R,17,CURRENT_icmp_sent,4
19	R,17,CURRENT_icmp_recv,5
15	R,17,CURRENT_icmp_sent,5
15	R,17,CURRENT_icmp_recv,4
3	R,17,CURRENT_icmp_sent,7
3	R,17,CURRENT_icmp_recv,6
23	R,17,CURRENT_icmp_sent,5
23	R,17,CURRENT_icmp_recv,2
10	R,18,CURRENT_icmp_sent,7
10	R,18,CURRENT_icmp_recv,8
13	R,18,CURRENT_icmp_sent,3
13	R,18,CURRENT_icmp_recv,3
2	R,18,CURRENT_icmp_sent,3
2	R,18,CURRENT_icmp_recv,1
8	R,18,CURRENT_icmp_sent,4
8	R,18,CURRENT_icmp_recv,7
20	R,18,CURRENT_icmp_sent,6
20	R,18,CURRENT_icmp_recv,6
4	R,18,CURRENT_icmp_sent,3
4	R,18,CURRENT_icmp_recv,2
9	R,18,CURRENT_icmp_sent,3
9	R,18,CURRENT_icmp_recv,3
16	R,18,CURRENT_icmp_sent,4
16	R,18,CURRENT_icmp_recv,4
17	R,18,CURRENT_icmp_sent,2
17	R,18,CURRENT_icmp_recv,4
22	R,18,CURRENT_icmp_sent,3
18	R,18,CURRENT_icmp_sent,3
22	R,18,CURRENT_icmp_recv,1
18	R,18,CURRENT_icmp_recv,1
12	R,18,CURRENT_icmp_sent,4
12	R,18,CURRENT_icmp_recv,6
14	R,18,CURRENT_icmp_sent,10
14	R,18,CURRENT_icmp_recv,12
11	R,18,CURRENT_icmp_sent,3
11	R,18,CURRENT_icmp_recv,0
6	R,18,CURRENT_icmp_sent,4
6	R,18,CURRENT_icmp_recv,4
21	R,18,CURRENT_icmp_sent,6
21	R,18,CURRENT_icmp_recv,6
19	R,18,CURRENT_icmp_sent,3
19	R,18,CURRENT_icmp_recv,3
15	R,18,CURRENT_icmp_sent,3
15	R,18,CURRENT_icmp_recv,4
3	R,18,CURRENT_icmp_sent,7
3	R,18,CURRENT_icmp_recv,2
23	R,18,CURRENT_icmp_sent,4
23	R,18,CURRENT_icmp_recv,0
10	R,19,CURRENT_icmp_sent,19
10	R,19,CURRENT_icmp_recv,10
13	R,19,CURRENT_icmp_sent,15
13	R,19,CURRENT_icmp_recv,20
2	R,19,CURRENT_icmp_sent,2
2	R,19,CURRENT_icmp_recv,2
8	R,19,CURRENT_icmp_sent,4
8	R,19,CURRENT_icmp_recv,10
20	R,19,CURRENT_icmp_sent,5
20	R,19,CURRENT_icmp_recv,3
4	R,19,CURRENT_icmp_sent,3
4	R,19,CURRENT_icmp_recv,2
9	R,19,CURRENT_icmp_sent,4
9	R,19,CURRENT_icmp_recv,11
16	R,19,CURRENT_icmp_sent,3
16	R,19,CURRENT_icmp_recv,4
17	R,19,CURRENT_icmp_sent,5
17	R,19,CURRENT_icmp_recv,11
22	R,19,CURRENT_icmp_sent,4
18	R,19,CURRENT_icmp_sent,5
22	R,19,CURRENT_icmp_recv,8
18	R,19,CURRENT_icmp_recv,7
12	R,19,CURRENT_icmp_sent,3
12	R,19,CURRENT_icmp_recv,7
14	R,19,CURRENT_icmp_sent,9
14	R,19,CURRENT_icmp_recv,14
11	R,19,CURRENT_icmp_sent,4
11	R,19,CURRENT_icmp_recv,2
6	R,19,CURRENT_icmp_sent,5
6	R,19,CURRENT_icmp_recv,1
21	R,19,CURRENT_icmp_sent,6
21	R,19,CURRENT_icmp_recv,12
19	R,19,CURRENT_icmp_sent,3
19	R,19,CURRENT_icmp_recv,9
15	R,19,CURRENT_icmp_sent,7
15	R,19,CURRENT_icmp_recv,9
3	R,19,CURRENT_icmp_sent,4
3	R,19,CURRENT_icmp_recv,4
23	R,19,CURRENT_icmp_sent,3
23	R,19,CURRENT_icmp_recv,1
10	R,20,CURRENT_icmp_sent,9
10	R,20,CURRENT_icmp_recv,9
13	R,20,CURRENT_icmp_sent,9
13	R,20,CURRENT_icmp_recv,15
2	R,20,CURRENT_icmp_sent,5
2	R,20,CURRENT_icmp_recv,4
8	R,20,CURRENT_icmp_sent,4
8	R,20,CURRENT_icmp_recv,7
20	R,20,CURRENT_icmp_sent,7
20	R,20,CURRENT_icmp_recv,12
4	R,20,CURRENT_icmp_sent,5
4	R,20,CURRENT_icmp_recv,4
9	R,20,CURRENT_icmp_sent,4
9	R,20,CURRENT_icmp_recv,6
16	R,20,CURRENT_icmp_sent,4
16	R,20,CURRENT_icmp_recv,7
17	R,20,CURRENT_icmp_sent,2
17	R,20,CURRENT_icmp_recv,8
22	R,20,CURRENT_icmp_sent,5
18	R,20,CURRENT_icmp_sent,4
22	R,20,CURRENT_icmp_recv,4
18	R,20,CURRENT_icmp_recv,3
12	R,20,CURRENT_icmp_sent,5
12	R,20,CURRENT_icmp_recv,9
14	R,20,CURRENT_icmp_sent,9
14	R,20,CURRENT_icmp_recv,12
11	R,20,CURRENT_icmp_sent,4
11	R,20,CURRENT_icmp_recv,3
6	R,20,CURRENT_icmp_sent,4
6	R,20,CURRENT_icmp_recv,7
21	R,20,CURRENT_icmp_sent,6
21	R,20,CURRENT_icmp_recv,8
19	R,20,CURRENT_icmp_sent,4
19	R,20,CURRENT_icmp_recv,8
15	R,20,CURRENT_icmp_sent,5
15	R,20,CURRENT_icmp_recv,3
3	R,20,CURRENT_icmp_sent,8
3	R,20,CURRENT_icmp_recv,4
23	R,20,CURRENT_icmp_sent,3
23	R,20,CURRENT_icmp_recv,3
10	R,21,CURRENT_icmp_sent,8
10	R,21,CURRENT_icmp_recv,13
13	R,21,CURRENT_icmp_sent,9
13	R,21,CURRENT_icmp_recv,14
2	R,21,CURRENT_icmp_sent,4
2	R,21,CURRENT_icmp_recv,3
8	R,21,CURRENT_icmp_sent,3
8	R,21,CURRENT_icmp_recv,7
20	R,21,CURRENT_icmp_sent,9
20	R,21,CURRENT_icmp_recv,7
4	R,21,CURRENT_icmp_sent,3
4	R,21,CURRENT_icmp_recv,4
9	R,21,CURRENT_icmp_sent,4
9	R,21,CURRENT_icmp_recv,10
16	R,21,CURRENT_icmp_sent,4
16	R,21,CURRENT_icmp_recv,5
17	R,21,CURRENT_icmp_sent,4
17	R,21,CURRENT_icmp_recv,9
22	R,21,CURRENT_icmp_sent,3
22	R,21,CURRENT_icmp_recv,3
18	R,21,CURRENT_icmp_sent,12
18	R,21,CURRENT_icmp_recv,3
12	R,21,CURRENT_icmp_sent,4
12	R,21,CURRENT_icmp_recv,8
14	R,21,CURRENT_icmp_sent,6
14	R,21,CURRENT_icmp_recv,9
11	R,21,CURRENT_icmp_sent,5
11	R,21,CURRENT_icmp_recv,1
6	R,21,CURRENT_icmp_sent,5
6	R,21,CURRENT_icmp_recv,2
21	R,21,CURRENT_icmp_sent,6
21	R,21,CURRENT_icmp_recv,5
19	R,21,CURRENT_icmp_sent,5
19	R,21,CURRENT_icmp_recv,10
15	R,21,CURRENT_icmp_sent,4
15	R,21,CURRENT_icmp_recv,11
3	R,21,CURRENT_icmp_sent,7
3	R,21,CURRENT_icmp_recv,6
23	R,21,CURRENT_icmp_sent,4
23	R,21,CURRENT_icmp_recv,1
10	R,22,CURRENT_icmp_sent,5
10	R,22,CURRENT_icmp_recv,9
13	R,22,CURRENT_icmp_sent,6
13	R,22,CURRENT_icmp_recv,14
2	R,22,CURRENT_icmp_sent,3
2	R,22,CURRENT_icmp_recv,3
8	R,22,CURRENT_icmp_sent,11
8	R,22,CURRENT_icmp_recv,9
20	R,22,CURRENT_icmp_sent,7
20	R,22,CURRENT_icmp_recv,12
4	R,22,CURRENT_icmp_sent,3
4	R,22,CURRENT_icmp_recv,9
9	R,22,CURRENT_icmp_sent,3
9	R,22,CURRENT_icmp_recv,6
16	R,22,CURRENT_icmp_sent,4
17	R,22,CURRENT_icmp_sent,3
16	R,22,CURRENT_icmp_recv,13
17	R,22,CURRENT_icmp_recv,12
22	R,22,CURRENT_icmp_sent,4
18	R,22,CURRENT_icmp_sent,5
22	R,22,CURRENT_icmp_recv,1
18	R,22,CURRENT_icmp_recv,2
12	R,22,CURRENT_icmp_sent,5
12	R,22,CURRENT_icmp_recv,14
14	R,22,CURRENT_icmp_sent,6
14	R,22,CURRENT_icmp_recv,11
11	R,22,CURRENT_icmp_sent,3
11	R,22,CURRENT_icmp_recv,2
6	R,22,CURRENT_icmp_sent,6
6	R,22,CURRENT_icmp_recv,7
21	R,22,CURRENT_icmp_sent,6
21	R,22,CURRENT_icmp_recv,5
19	R,22,CURRENT_icmp_sent,4
19	R,22,CURRENT_icmp_recv,5
15	R,22,CURRENT_icmp_sent,4
15	R,22,CURRENT_icmp_recv,2
3	R,22,CURRENT_icmp_sent,6
3	R,22,CURRENT_icmp_recv,10
23	R,22,CURRENT_icmp_sent,4
23	R,22,CURRENT_icmp_recv,8
10	R,23,CURRENT_icmp_sent,6
10	R,23,CURRENT_icmp_recv,13
13	R,23,CURRENT_icmp_sent,7
13	R,23,CURRENT_icmp_recv,13
2	R,23,CURRENT_icmp_sent,3
2	R,23,CURRENT_icmp_recv,5
8	R,23,CURRENT_icmp_sent,5
8	R,23,CURRENT_icmp_recv,26
20	R,23,CURRENT_icmp_sent,6
20	R,23,CURRENT_icmp_recv,14
4	R,23,CURRENT_icmp_sent,4
4	R,23,CURRENT_icmp_recv,15
9	R,23,CURRENT_icmp_sent,3
9	R,23,CURRENT_icmp_recv,9
16	R,23,CURRENT_icmp_sent,8
16	R,23,CURRENT_icmp_recv,28
17	R,23,CURRENT_icmp_sent,11
17	R,23,CURRENT_icmp_recv,6
22	R,23,CURRENT_icmp_sent,4
18	R,23,CURRENT_icmp_sent,3
22	R,23,CURRENT_icmp_recv,8
18	R,23,CURRENT_icmp_recv,8
12	R,23,CURRENT_icmp_sent,3
12	R,23,CURRENT_icmp_recv,8
14	R,23,CURRENT_icmp_sent,6
14	R,23,CURRENT_icmp_recv,32
11	R,23,CURRENT_icmp_sent,4
11	R,23,CURRENT_icmp_recv,1
6	R,23,CURRENT_icmp_sent,11
6	R,23,CURRENT_icmp_recv,9
21	R,23,CURRENT_icmp_sent,7
21	R,23,CURRENT_icmp_recv,6
19	R,23,CURRENT_icmp_sent,6
19	R,23,CURRENT_icmp_recv,10
15	R,23,CURRENT_icmp_sent,5
15	R,23,CURRENT_icmp_recv,8
3	R,23,CURRENT_icmp_sent,13
3	R,23,CURRENT_icmp_recv,17
23	R,23,CURRENT_icmp_sent,9
23	R,23,CURRENT_icmp_recv,7
10	R,24,CURRENT_icmp_sent,5
10	R,24,CURRENT_icmp_recv,17
13	R,24,CURRENT_icmp_sent,11
13	R,24,CURRENT_icmp_recv,17
2	R,24,CURRENT_icmp_sent,5
2	R,24,CURRENT_icmp_recv,1
8	R,24,CURRENT_icmp_sent,4
8	R,24,CURRENT_icmp_recv,9
20	R,24,CURRENT_icmp_sent,6
20	R,24,CURRENT_icmp_recv,7
4	R,24,CURRENT_icmp_sent,4
4	R,24,CURRENT_icmp_recv,6
9	R,24,CURRENT_icmp_sent,4
9	R,24,CURRENT_icmp_recv,12
17	R,24,CURRENT_icmp_sent,6
16	R,24,CURRENT_icmp_sent,9
17	R,24,CURRENT_icmp_recv,20
16	R,24,CURRENT_icmp_recv,13
22	R,24,CURRENT_icmp_sent,6
22	R,24,CURRENT_icmp_recv,8
18	R,24,CURRENT_icmp_sent,11
18	R,24,CURRENT_icmp_recv,8
12	R,24,CURRENT_icmp_sent,4
12	R,24,CURRENT_icmp_recv,13
14	R,24,CURRENT_icmp_sent,8
14	R,24,CURRENT_icmp_recv,20
11	R,24,CURRENT_icmp_sent,4
11	R,24,CURRENT_icmp_recv,4
6	R,24,CURRENT_icmp_sent,5
6	R,24,CURRENT_icmp_recv,2
21	R,24,CURRENT_icmp_sent,9
21	R,24,CURRENT_icmp_recv,13
19	R,24,CURRENT_icmp_sent,13
19	R,24,CURRENT_icmp_recv,12
15	R,24,CURRENT_icmp_sent,5
15	R,24,CURRENT_icmp_recv,14
3	R,24,CURRENT_icmp_sent,6
23	R,24,CURRENT_icmp_sent,5
3	R,24,CURRENT_icmp_recv,5
23	R,24,CURRENT_icmp_recv,3
10	R,25,CURRENT_icmp_sent,6
10	R,25,CURRENT_icmp_recv,7
13	R,25,CURRENT_icmp_sent,9
13	R,25,CURRENT_icmp_recv,15
2	R,25,CURRENT_icmp_sent,5
2	R,25,CURRENT_icmp_recv,4
8	R,25,CURRENT_icmp_sent,5
8	R,25,CURRENT_icmp_recv,5
20	R,25,CURRENT_icmp_sent,4
20	R,25,CURRENT_icmp_recv,2
4	R,25,CURRENT_icmp_sent,5
4	R,25,CURRENT_icmp_recv,4
9	R,25,CURRENT_icmp_sent,4
9	R,25,CURRENT_icmp_recv,4
16	R,25,CURRENT_icmp_sent,9
17	R,25,CURRENT_icmp_sent,4
16	R,25,CURRENT_icmp_recv,11
17	R,25,CURRENT_icmp_recv,6
22	R,25,CURRENT_icmp_sent,3
18	R,25,CURRENT_icmp_sent,4
22	R,25,CURRENT_icmp_recv,1
18	R,25,CURRENT_icmp_recv,3
12	R,25,CURRENT_icmp_sent,6
12	R,25,CURRENT_icmp_recv,9
14	R,25,CURRENT_icmp_sent,7
14	R,25,CURRENT_icmp_recv,10
11	R,25,CURRENT_icmp_sent,3
11	R,25,CURRENT_icmp_recv,1
6	R,25,CURRENT_icmp_sent,3
6	R,25,CURRENT_icmp_recv,2
21	R,25,CURRENT_icmp_sent,6
21	R,25,CURRENT_icmp_recv,5
19	R,25,CURRENT_icmp_sent,5
19	R,25,CURRENT_icmp_recv,3
15	R,25,CURRENT_icmp_sent,4
15	R,25,CURRENT_icmp_recv,7
3	R,25,CURRENT_icmp_sent,6
3	R,25,CURRENT_icmp_recv,7
23	R,25,CURRENT_icmp_sent,3
23	R,25,CURRENT_icmp_recv,2
10	R,26,CURRENT_icmp_sent,8
10	R,26,CURRENT_icmp_recv,14
13	R,26,CURRENT_icmp_sent,14
13	R,26,CURRENT_icmp_recv,15
2	R,26,CURRENT_icmp_sent,2
2	R,26,CURRENT_icmp_recv,3
8	R,26,CURRENT_icmp_sent,5
8	R,26,CURRENT_icmp_recv,8
20	R,26,CURRENT_icmp_sent,2
20	R,26,CURRENT_icmp_recv,4
4	R,26,CURRENT_icmp_sent,1
4	R,26,CURRENT_icmp_recv,5
9	R,26,CURRENT_icmp_sent,3
9	R,26,CURRENT_icmp_recv,10
16	R,26,CURRENT_icmp_sent,7
17	R,26,CURRENT_icmp_sent,8
16	R,26,CURRENT_icmp_recv,6
17	R,26,CURRENT_icmp_recv,10
22	R,26,CURRENT_icmp_sent,3
22	R,26,CURRENT_icmp_recv,4
18	R,26,CURRENT_icmp_sent,10
18	R,26,CURRENT_icmp_recv,2
12	R,26,CURRENT_icmp_sent,3
12	R,26,CURRENT_icmp_recv,8
14	R,26,CURRENT_icmp_sent,4
14	R,26,CURRENT_icmp_recv,8
11	R,26,CURRENT_icmp_sent,5
11	R,26,CURRENT_icmp_recv,1
6	R,26,CURRENT_icmp_sent,4
6	R,26,CURRENT_icmp_recv,2
21	R,26,CURRENT_icmp_sent,2
21	R,26,CURRENT_icmp_recv,4
19	R,26,CURRENT_icmp_sent,2
19	R,26,CURRENT_icmp_recv,7
15	R,26,CURRENT_icmp_sent,6
15	R,26,CURRENT_icmp_recv,8
3	R,26,CURRENT_icmp_sent,5
3	R,26,CURRENT_icmp_recv,4
23	R,26,CURRENT_icmp_sent,5
23	R,26,CURRENT_icmp_recv,1
10	R,27,CURRENT_icmp_sent,5
10	R,27,CURRENT_icmp_recv,13
13	R,27,CURRENT_icmp_sent,6
13	R,27,CURRENT_icmp_recv,7
2	R,27,CURRENT_icmp_sent,2
2	R,27,CURRENT_icmp_recv,3
8	R,27,CURRENT_icmp_sent,5
8	R,27,CURRENT_icmp_recv,6
20	R,27,CURRENT_icmp_sent,3
20	R,27,CURRENT_icmp_recv,4
4	R,27,CURRENT_icmp_sent,4
4	R,27,CURRENT_icmp_recv,3
9	R,27,CURRENT_icmp_sent,4
9	R,27,CURRENT_icmp_recv,6
16	R,27,CURRENT_icmp_sent,7
17	R,27,CURRENT_icmp_sent,3
16	R,27,CURRENT_icmp_recv,10
17	R,27,CURRENT_icmp_recv,10
22	R,27,CURRENT_icmp_sent,5
18	R,27,CURRENT_icmp_sent,5
22	R,27,CURRENT_icmp_recv,4
18	R,27,CURRENT_icmp_recv,2
12	R,27,CURRENT_icmp_sent,6
12	R,27,CURRENT_icmp_recv,9
14	R,27,CURRENT_icmp_sent,9
14	R,27,CURRENT_icmp_recv,15
11	R,27,CURRENT_icmp_sent,4
11	R,27,CURRENT_icmp_recv,3
6	R,27,CURRENT_icmp_sent,3
6	R,27,CURRENT_icmp_recv,4
21	R,27,CURRENT_icmp_sent,6
21	R,27,CURRENT_icmp_recv,5
19	R,27,CURRENT_icmp_sent,4
19	R,27,CURRENT_icmp_recv,10
15	R,27,CURRENT_icmp_sent,3
15	R,27,CURRENT_icmp_recv,6
3	R,27,CURRENT_icmp_sent,3
3	R,27,CURRENT_icmp_recv,3
23	R,27,CURRENT_icmp_sent,3
23	R,27,CURRENT_icmp_recv,3
10	R,28,CURRENT_icmp_sent,9
10	R,28,CURRENT_icmp_recv,13
13	R,28,CURRENT_icmp_sent,9
13	R,28,CURRENT_icmp_recv,15
2	R,28,CURRENT_icmp_sent,5
2	R,28,CURRENT_icmp_recv,6
8	R,28,CURRENT_icmp_sent,5
8	R,28,CURRENT_icmp_recv,6
20	R,28,CURRENT_icmp_sent,6
20	R,28,CURRENT_icmp_recv,7
4	R,28,CURRENT_icmp_sent,4
4	R,28,CURRENT_icmp_recv,3
9	R,28,CURRENT_icmp_sent,4
9	R,28,CURRENT_icmp_recv,12
17	R,28,CURRENT_icmp_sent,4
16	R,28,CURRENT_icmp_sent,9
16	R,28,CURRENT_icmp_recv,7
17	R,28,CURRENT_icmp_recv,13
22	R,28,CURRENT_icmp_sent,3
22	R,28,CURRENT_icmp_recv,2
18	R,28,CURRENT_icmp_sent,9
18	R,28,CURRENT_icmp_recv,6
12	R,28,CURRENT_icmp_sent,9
12	R,28,CURRENT_icmp_recv,14
14	R,28,CURRENT_icmp_sent,9
14	R,28,CURRENT_icmp_recv,14
11	R,28,CURRENT_icmp_sent,5
11	R,28,CURRENT_icmp_recv,3
6	R,28,CURRENT_icmp_sent,3
6	R,28,CURRENT_icmp_recv,4
21	R,28,CURRENT_icmp_sent,4
21	R,28,CURRENT_icmp_recv,9
19	R,28,CURRENT_icmp_sent,4
19	R,28,CURRENT_icmp_recv,8
15	R,28,CURRENT_icmp_sent,6
15	R,28,CURRENT_icmp_recv,10
3	R,28,CURRENT_icmp_sent,4
23	R,28,CURRENT_icmp_sent,4
3	R,28,CURRENT_icmp_recv,6
23	R,28,CURRENT_icmp_recv,1
10	R,29,CURRENT_icmp_sent,7
10	R,29,CURRENT_icmp_recv,15
13	R,29,CURRENT_icmp_sent,12
13	R,29,CURRENT_icmp_recv,15
2	R,29,CURRENT_icmp_sent,5
2	R,29,CURRENT_icmp_recv,2
8	R,29,CURRENT_icmp_sent,4
8	R,29,CURRENT_icmp_recv,13
20	R,29,CURRENT_icmp_sent,4
20	R,29,CURRENT_icmp_recv,11
4	R,29,CURRENT_icmp_sent,4
4	R,29,CURRENT_icmp_recv,5
9	R,29,CURRENT_icmp_sent,4
9	R,29,CURRENT_icmp_recv,13
16	R,29,CURRENT_icmp_sent,10
17	R,29,CURRENT_icmp_sent,4
16	R,29,CURRENT_icmp_recv,14
17	R,29,CURRENT_icmp_recv,9
22	R,29,CURRENT_icmp_sent,4
18	R,29,CURRENT_icmp_sent,6
22	R,29,CURRENT_icmp_recv,0
18	R,29,CURRENT_icmp_recv,7
12	R,29,CURRENT_icmp_sent,4
12	R,29,CURRENT_icmp_recv,13
14	R,29,CURRENT_icmp_sent,7
14	R,29,CURRENT_icmp_recv,18
11	R,29,CURRENT_icmp_sent,3
11	R,29,CURRENT_icmp_recv,7
6	R,29,CURRENT_icmp_sent,11
6	R,29,CURRENT_icmp_recv,1
21	R,29,CURRENT_icmp_sent,5
21	R,29,CURRENT_icmp_recv,5
19	R,29,CURRENT_icmp_sent,7
19	R,29,CURRENT_icmp_recv,13
15	R,29,CURRENT_icmp_sent,13
15	R,29,CURRENT_icmp_recv,7
3	R,29,CURRENT_icmp_sent,6
3	R,29,CURRENT_icmp_recv,10
23	R,29,CURRENT_icmp_sent,5
23	R,29,CURRENT_icmp_recv,2
10	R,30,CURRENT_icmp_sent,7
10	R,30,CURRENT_icmp_recv,17
13	R,30,CURRENT_icmp_sent,11
13	R,30,CURRENT_icmp_recv,24
2	R,30,CURRENT_icmp_sent,4
2	R,30,CURRENT_icmp_recv,3
8	R,30,CURRENT_icmp_sent,5
8	R,30,CURRENT_icmp_recv,4
20	R,30,CURRENT_icmp_sent,3
20	R,30,CURRENT_icmp_recv,10
4	R,30,CURRENT_icmp_sent,4
4	R,30,CURRENT_icmp_recv,4
9	R,30,CURRENT_icmp_sent,4
9	R,30,CURRENT_icmp_recv,6
16	R,30,CURRENT_icmp_sent,6
17	R,30,CURRENT_icmp_sent,2
16	R,30,CURRENT_icmp_recv,12
17	R,30,CURRENT_icmp_recv,10
18	R,30,CURRENT_icmp_sent,3
18	R,30,CURRENT_icmp_recv,1
22	R,30,CURRENT_icmp_sent,11
22	R,30,CURRENT_icmp_recv,10
12	R,30,CURRENT_icmp_sent,5
12	R,30,CURRENT_icmp_recv,3
14	R,30,CURRENT_icmp_sent,9
14	R,30,CURRENT_icmp_recv,26
11	R,30,CURRENT_icmp_sent,3
11	R,30,CURRENT_icmp_recv,4
6	R,30,CURRENT_icmp_sent,5
6	R,30,CURRENT_icmp_recv,0
21	R,30,CURRENT_icmp_sent,13
21	R,30,CURRENT_icmp_recv,7
19	R,30,CURRENT_icmp_sent,6
19	R,30,CURRENT_icmp_recv,18
15	R,30,CURRENT_icmp_sent,6
15	R,30,CURRENT_icmp_recv,1
3	R,30,CURRENT_icmp_sent,5
3	R,30,CURRENT_icmp_recv,4
23	R,30,CURRENT_icmp_sent,2
23	R,30,CURRENT_icmp_recv,2
10	R,31,CURRENT_icmp_sent,5
10	R,31,CURRENT_icmp_recv,15
13	R,31,CURRENT_icmp_sent,11
13	R,31,CURRENT_icmp_recv,20
2	R,31,CURRENT_icmp_sent,4
2	R,31,CURRENT_icmp_recv,5
8	R,31,CURRENT_icmp_sent,6
8	R,31,CURRENT_icmp_recv,11
20	R,31,CURRENT_icmp_sent,3
20	R,31,CURRENT_icmp_recv,5
4	R,31,CURRENT_icmp_sent,2
4	R,31,CURRENT_icmp_recv,11
9	R,31,CURRENT_icmp_sent,5
9	R,31,CURRENT_icmp_recv,7
16	R,31,CURRENT_icmp_sent,7
17	R,31,CURRENT_icmp_sent,4
16	R,31,CURRENT_icmp_recv,8
17	R,31,CURRENT_icmp_recv,11
22	R,31,CURRENT_icmp_sent,5
18	R,31,CURRENT_icmp_sent,3
22	R,31,CURRENT_icmp_recv,10
18	R,31,CURRENT_icmp_recv,10
12	R,31,CURRENT_icmp_sent,6
12	R,31,CURRENT_icmp_recv,7
14	R,31,CURRENT_icmp_sent,9
14	R,31,CURRENT_icmp_recv,16
11	R,31,CURRENT_icmp_sent,5
11	R,31,CURRENT_icmp_recv,1
6	R,31,CURRENT_icmp_sent,4
6	R,31,CURRENT_icmp_recv,1
21	R,31,CURRENT_icmp_sent,4
21	R,31,CURRENT_icmp_recv,8
19	R,31,CURRENT_icmp_sent,11
19	R,31,CURRENT_icmp_recv,8
15	R,31,CURRENT_icmp_sent,4
15	R,31,CURRENT_icmp_recv,13
3	R,31,CURRENT_icmp_sent,4
3	R,31,CURRENT_icmp_recv,9
23	R,31,CURRENT_icmp_sent,11
23	R,31,CURRENT_icmp_recv,0
10	R,32,CURRENT_icmp_sent,5
10	R,32,CURRENT_icmp_recv,10
13	R,32,CURRENT_icmp_sent,16
13	R,32,CURRENT_icmp_recv,16
2	R,32,CURRENT_icmp_sent,2
2	R,32,CURRENT_icmp_recv,2
8	R,32,CURRENT_icmp_sent,2
8	R,32,CURRENT_icmp_recv,13
20	R,32,CURRENT_icmp_sent,4
20	R,32,CURRENT_icmp_recv,11
4	R,32,CURRENT_icmp_sent,6
4	R,32,CURRENT_icmp_recv,3
9	R,32,CURRENT_icmp_sent,2
9	R,32,CURRENT_icmp_recv,4
17	R,32,CURRENT_icmp_sent,4
16	R,32,CURRENT_icmp_sent,8
17	R,32,CURRENT_icmp_recv,8
16	R,32,CURRENT_icmp_recv,14
18	R,32,CURRENT_icmp_sent,5
18	R,32,CURRENT_icmp_recv,4
22	R,32,CURRENT_icmp_sent,5
22	R,32,CURRENT_icmp_recv,2
12	R,32,CURRENT_icmp_sent,3
12	R,32,CURRENT_icmp_recv,6
14	R,32,CURRENT_icmp_sent,8
14	R,32,CURRENT_icmp_recv,12
11	R,32,CURRENT_icmp_sent,4
11	R,32,CURRENT_icmp_recv,4
21	R,32,CURRENT_icmp_sent,3
6	R,32,CURRENT_icmp_sent,10
21	R,32,CURRENT_icmp_recv,4
6	R,32,CURRENT_icmp_recv,0
19	R,32,CURRENT_icmp_sent,10
19	R,32,CURRENT_icmp_recv,7
15	R,32,CURRENT_icmp_sent,8
15	R,32,CURRENT_icmp_recv,4
3	R,32,CURRENT_icmp_sent,6
23	R,32,CURRENT_icmp_sent,4
3	R,32,CURRENT_icmp_recv,12
23	R,32,CURRENT_icmp_recv,2
10	R,33,CURRENT_icmp_sent,4
10	R,33,CURRENT_icmp_recv,3
13	R,33,CURRENT_icmp_sent,10
13	R,33,CURRENT_icmp_recv,9
2	R,33,CURRENT_icmp_sent,4
2	R,33,CURRENT_icmp_recv,3
8	R,33,CURRENT_icmp_sent,3
8	R,33,CURRENT_icmp_recv,8
20	R,33,CURRENT_icmp_sent,3
20	R,33,CURRENT_icmp_recv,11
4	R,33,CURRENT_icmp_sent,4
4	R,33,CURRENT_icmp_recv,4
9	R,33,CURRENT_icmp_sent,2
9	R,33,CURRENT_icmp_recv,5
16	R,33,CURRENT_icmp_sent,5
17	R,33,CURRENT_icmp_sent,4
16	R,33,CURRENT_icmp_recv,8
17	R,33,CURRENT_icmp_recv,1
22	R,33,CURRENT_icmp_sent,2
18	R,33,CURRENT_icmp_sent,2
22	R,33,CURRENT_icmp_recv,3
18	R,33,CURRENT_icmp_recv,1
12	R,33,CURRENT_icmp_sent,5
12	R,33,CURRENT_icmp_recv,6
14	R,33,CURRENT_icmp_sent,5
14	R,33,CURRENT_icmp_recv,14
11	R,33,CURRENT_icmp_sent,4
11	R,33,CURRENT_icmp_recv,1
6	R,33,CURRENT_icmp_sent,5
6	R,33,CURRENT_icmp_recv,4
21	R,33,CURRENT_icmp_sent,5
21	R,33,CURRENT_icmp_recv,2
19	R,33,CURRENT_icmp_sent,6
19	R,33,CURRENT_icmp_recv,5
15	R,33,CURRENT_icmp_sent,5
15	R,33,CURRENT_icmp_recv,4
3	R,33,CURRENT_icmp_sent,7
3	R,33,CURRENT_icmp_recv,2
23	R,33,CURRENT_icmp_sent,4
23	R,33,CURRENT_icmp_recv,4
10	R,34,CURRENT_icmp_sent,5
10	R,34,CURRENT_icmp_recv,9
13	R,34,CURRENT_icmp_sent,13
13	R,34,CURRENT_icmp_recv,13
2	R,34,CURRENT_icmp_sent,3
2	R,34,CURRENT_icmp_recv,6
8	R,34,CURRENT_icmp_sent,6
8	R,34,CURRENT_icmp_recv,9
20	R,34,CURRENT_icmp_sent,4
