NODE,TIME,DATA TYPE,VALUE
83 R,9,CURRENT_icmp_recv,24
79 R,9,CURRENT_icmp_sent,11
79 R,9,CURRENT_icmp_recv,31
88 R,9,CURRENT_icmp_sent,13
88 R,9,CURRENT_icmp_recv,26
112 R,9,CURRENT_icmp_sent,29
112 R,9,CURRENT_icmp_recv,49
67 R,9,CURRENT_icmp_sent,18
67 R,9,CURRENT_icmp_recv,50
111 R,9,CURRENT_icmp_sent,17
111 R,9,CURRENT_icmp_recv,9
70 R,9,CURRENT_icmp_sent,8
70 R,9,CURRENT_icmp_recv,36
119 R,9,CURRENT_icmp_sent,15
119 R,9,CURRENT_icmp_recv,12
98 R,9,CURRENT_icmp_sent,28
98 R,9,CURRENT_icmp_recv,75
65 R,9,CURRENT_icmp_sent,11
65 R,9,CURRENT_icmp_recv,10
20 R,9,CURRENT_icmp_sent,57
20 R,9,CURRENT_icmp_recv,97
4 R,9,CURRENT_icmp_sent,60
4 R,9,CURRENT_icmp_recv,117
35 R,9,CURRENT_icmp_sent,28
35 R,9,CURRENT_icmp_recv,56
43 R,9,CURRENT_icmp_sent,31
43 R,9,CURRENT_icmp_recv,74
29 R,9,CURRENT_icmp_sent,36
29 R,9,CURRENT_icmp_recv,55
68 R,9,CURRENT_icmp_sent,7
68 R,9,CURRENT_icmp_recv,20
66 R,9,CURRENT_icmp_sent,70
66 R,9,CURRENT_icmp_recv,120
49 R,9,CURRENT_icmp_sent,12
9 R,9,CURRENT_icmp_sent,37
49 R,9,CURRENT_icmp_recv,30
9 R,9,CURRENT_icmp_recv,60
42 R,9,CURRENT_icmp_sent,31
42 R,9,CURRENT_icmp_recv,55
55 R,9,CURRENT_icmp_sent,11
55 R,9,CURRENT_icmp_recv,20
63 R,9,CURRENT_icmp_sent,15
63 R,9,CURRENT_icmp_recv,48
16 R,9,CURRENT_icmp_sent,35
103 R,9,CURRENT_icmp_sent,4
16 R,9,CURRENT_icmp_recv,59
103 R,9,CURRENT_icmp_recv,17
17 R,9,CURRENT_icmp_sent,10
17 R,9,CURRENT_icmp_recv,7
48 R,9,CURRENT_icmp_sent,36
80 R,9,CURRENT_icmp_sent,12
48 R,9,CURRENT_icmp_recv,46
27 R,9,CURRENT_icmp_sent,20
80 R,9,CURRENT_icmp_recv,26
27 R,9,CURRENT_icmp_recv,39
39 R,9,CURRENT_icmp_sent,22
39 R,9,CURRENT_icmp_recv,45
18 R,9,CURRENT_icmp_sent,45
22 R,9,CURRENT_icmp_sent,21
18 R,9,CURRENT_icmp_recv,84
22 R,9,CURRENT_icmp_recv,43
64 R,9,CURRENT_icmp_sent,68
60 R,9,CURRENT_icmp_sent,30
64 R,9,CURRENT_icmp_recv,67
60 R,9,CURRENT_icmp_recv,65
54 R,9,CURRENT_icmp_sent,57
54 R,9,CURRENT_icmp_recv,69
101 R,9,CURRENT_icmp_sent,14
101 R,9,CURRENT_icmp_recv,29
121 R,9,CURRENT_icmp_sent,13
121 R,9,CURRENT_icmp_recv,10
120 R,9,CURRENT_icmp_sent,5
12 R,9,CURRENT_icmp_sent,21
76 R,9,CURRENT_icmp_sent,29
120 R,9,CURRENT_icmp_recv,22
12 R,9,CURRENT_icmp_recv,60
76 R,9,CURRENT_icmp_recv,45
73 R,9,CURRENT_icmp_sent,21
73 R,9,CURRENT_icmp_recv,50
115 R,9,CURRENT_icmp_sent,12
115 R,9,CURRENT_icmp_recv,19
95 R,9,CURRENT_icmp_sent,30
95 R,9,CURRENT_icmp_recv,74
14 R,9,CURRENT_icmp_sent,49
14 R,9,CURRENT_icmp_recv,81
51 R,9,CURRENT_icmp_sent,5
51 R,9,CURRENT_icmp_recv,13
118 R,9,CURRENT_icmp_sent,17
118 R,9,CURRENT_icmp_recv,35
31 R,9,CURRENT_icmp_sent,56
31 R,9,CURRENT_icmp_recv,63
113 R,9,CURRENT_icmp_sent,13
113 R,9,CURRENT_icmp_recv,22
77 R,9,CURRENT_icmp_sent,35
77 R,9,CURRENT_icmp_recv,55
24 R,9,CURRENT_icmp_sent,7
24 R,9,CURRENT_icmp_recv,29
53 R,9,CURRENT_icmp_sent,19
53 R,9,CURRENT_icmp_recv,43
45 R,9,CURRENT_icmp_sent,9
45 R,9,CURRENT_icmp_recv,12
58 R,9,CURRENT_icmp_sent,6
28 R,9,CURRENT_icmp_sent,16
58 R,9,CURRENT_icmp_recv,18
28 R,9,CURRENT_icmp_recv,46
84 R,9,CURRENT_icmp_sent,13
84 R,9,CURRENT_icmp_recv,28
6 R,9,CURRENT_icmp_sent,32
6 R,9,CURRENT_icmp_recv,57
44 R,9,CURRENT_icmp_sent,18
21 R,9,CURRENT_icmp_sent,29
44 R,9,CURRENT_icmp_recv,19
11 R,9,CURRENT_icmp_sent,81
21 R,9,CURRENT_icmp_recv,45
11 R,9,CURRENT_icmp_recv,127
114 R,9,CURRENT_icmp_sent,26
107 R,9,CURRENT_icmp_sent,12
114 R,9,CURRENT_icmp_recv,69
107 R,9,CURRENT_icmp_recv,50
82 R,9,CURRENT_icmp_sent,11
82 R,9,CURRENT_icmp_recv,29
92 R,9,CURRENT_icmp_sent,74
92 R,9,CURRENT_icmp_recv,125
89 R,9,CURRENT_icmp_sent,26
40 R,9,CURRENT_icmp_sent,19
89 R,9,CURRENT_icmp_recv,50
104 R,9,CURRENT_icmp_sent,7
40 R,9,CURRENT_icmp_recv,40
104 R,9,CURRENT_icmp_recv,11
99 R,9,CURRENT_icmp_sent,11
99 R,9,CURRENT_icmp_recv,24
19 R,9,CURRENT_icmp_sent,23
19 R,9,CURRENT_icmp_recv,61
94 R,9,CURRENT_icmp_sent,32
75 R,9,CURRENT_icmp_sent,29
94 R,9,CURRENT_icmp_recv,40
75 R,9,CURRENT_icmp_recv,71
85 R,9,CURRENT_icmp_sent,46
85 R,9,CURRENT_icmp_recv,94
109 R,9,CURRENT_icmp_sent,4
86 R,9,CURRENT_icmp_sent,14
109 R,9,CURRENT_icmp_recv,15
86 R,9,CURRENT_icmp_recv,51
38 R,9,CURRENT_icmp_sent,30
38 R,9,CURRENT_icmp_recv,34
15 R,9,CURRENT_icmp_sent,8
15 R,9,CURRENT_icmp_recv,16
61 R,9,CURRENT_icmp_sent,58
61 R,9,CURRENT_icmp_recv,96
3 R,9,CURRENT_icmp_sent,73
3 R,9,CURRENT_icmp_recv,145
116 R,9,CURRENT_icmp_sent,15
116 R,9,CURRENT_icmp_recv,13
23 R,9,CURRENT_icmp_sent,46
23 R,9,CURRENT_icmp_recv,56
25 R,9,CURRENT_icmp_sent,42
25 R,9,CURRENT_icmp_recv,66
102 R,9,CURRENT_icmp_sent,5
102 R,9,CURRENT_icmp_recv,21
122 R,9,CURRENT_icmp_sent,41
122 R,9,CURRENT_icmp_recv,103
59 R,9,CURRENT_icmp_sent,5
59 R,9,CURRENT_icmp_recv,28
123 R,9,CURRENT_icmp_sent,19
123 R,9,CURRENT_icmp_recv,57
34 R,9,CURRENT_icmp_sent,48
34 R,9,CURRENT_icmp_recv,81
93 R,9,CURRENT_icmp_sent,29
93 R,9,CURRENT_icmp_recv,53
78 R,10,CURRENT_icmp_sent,46
78 R,10,CURRENT_icmp_recv,75
71 R,10,CURRENT_icmp_sent,42
71 R,10,CURRENT_icmp_recv,58
36 R,10,CURRENT_icmp_sent,17
36 R,10,CURRENT_icmp_recv,43
41 R,10,CURRENT_icmp_sent,34
41 R,10,CURRENT_icmp_recv,43
26 R,10,CURRENT_icmp_sent,27
26 R,10,CURRENT_icmp_recv,59
72 R,10,CURRENT_icmp_sent,27
72 R,10,CURRENT_icmp_recv,40
87 R,10,CURRENT_icmp_sent,21
87 R,10,CURRENT_icmp_recv,44
10 R,10,CURRENT_icmp_sent,14
10 R,10,CURRENT_icmp_recv,63
69 R,10,CURRENT_icmp_sent,60
69 R,10,CURRENT_icmp_recv,96
110 R,10,CURRENT_icmp_sent,7
110 R,10,CURRENT_icmp_recv,22
50 R,10,CURRENT_icmp_sent,42
50 R,10,CURRENT_icmp_recv,95
62 R,10,CURRENT_icmp_sent,52
62 R,10,CURRENT_icmp_recv,106
81 R,10,CURRENT_icmp_sent,64
96 R,10,CURRENT_icmp_sent,43
81 R,10,CURRENT_icmp_recv,118
96 R,10,CURRENT_icmp_recv,80
117 R,10,CURRENT_icmp_sent,8
52 R,10,CURRENT_icmp_sent,4
117 R,10,CURRENT_icmp_recv,34
52 R,10,CURRENT_icmp_recv,9
100 R,10,CURRENT_icmp_sent,16
100 R,10,CURRENT_icmp_recv,38
57 R,10,CURRENT_icmp_sent,36
57 R,10,CURRENT_icmp_recv,85
106 R,10,CURRENT_icmp_sent,38
108 R,10,CURRENT_icmp_sent,25
30 R,10,CURRENT_icmp_sent,54
106 R,10,CURRENT_icmp_recv,83
108 R,10,CURRENT_icmp_recv,44
30 R,10,CURRENT_icmp_recv,60
97 R,10,CURRENT_icmp_sent,30
97 R,10,CURRENT_icmp_recv,74
105 R,10,CURRENT_icmp_sent,15
105 R,10,CURRENT_icmp_recv,16
13 R,10,CURRENT_icmp_sent,60
13 R,10,CURRENT_icmp_recv,113
91 R,10,CURRENT_icmp_sent,17
91 R,10,CURRENT_icmp_recv,30
33 R,10,CURRENT_icmp_sent,50
33 R,10,CURRENT_icmp_recv,94
37 R,10,CURRENT_icmp_sent,38
37 R,10,CURRENT_icmp_recv,57
56 R,10,CURRENT_icmp_sent,49
56 R,10,CURRENT_icmp_recv,68
90 R,10,CURRENT_icmp_sent,77
46 R,10,CURRENT_icmp_sent,33
90 R,10,CURRENT_icmp_recv,118
47 R,10,CURRENT_icmp_sent,48
46 R,10,CURRENT_icmp_recv,82
47 R,10,CURRENT_icmp_recv,105
74 R,10,CURRENT_icmp_sent,108
74 R,10,CURRENT_icmp_recv,148
32 R,10,CURRENT_icmp_sent,24
32 R,10,CURRENT_icmp_recv,43
2 R,10,CURRENT_icmp_sent,96
83 R,10,CURRENT_icmp_sent,37
2 R,10,CURRENT_icmp_recv,109
83 R,10,CURRENT_icmp_recv,75
8 R,10,CURRENT_icmp_sent,50
79 R,10,CURRENT_icmp_sent,49
8 R,10,CURRENT_icmp_recv,61
79 R,10,CURRENT_icmp_recv,66
112 R,10,CURRENT_icmp_sent,41
112 R,10,CURRENT_icmp_recv,78
88 R,10,CURRENT_icmp_sent,34
88 R,10,CURRENT_icmp_recv,58
67 R,10,CURRENT_icmp_sent,41
67 R,10,CURRENT_icmp_recv,80
111 R,10,CURRENT_icmp_sent,6
111 R,10,CURRENT_icmp_recv,15
70 R,10,CURRENT_icmp_sent,45
70 R,10,CURRENT_icmp_recv,68
119 R,10,CURRENT_icmp_sent,31
119 R,10,CURRENT_icmp_recv,34
98 R,10,CURRENT_icmp_sent,48
98 R,10,CURRENT_icmp_recv,103
20 R,10,CURRENT_icmp_sent,55
65 R,10,CURRENT_icmp_sent,11
20 R,10,CURRENT_icmp_recv,94
65 R,10,CURRENT_icmp_recv,19
4 R,10,CURRENT_icmp_sent,21
4 R,10,CURRENT_icmp_recv,66
35 R,10,CURRENT_icmp_sent,23
35 R,10,CURRENT_icmp_recv,56
43 R,10,CURRENT_icmp_sent,34
29 R,10,CURRENT_icmp_sent,72
43 R,10,CURRENT_icmp_recv,60
29 R,10,CURRENT_icmp_recv,111
68 R,10,CURRENT_icmp_sent,18
66 R,10,CURRENT_icmp_sent,91
68 R,10,CURRENT_icmp_recv,42
66 R,10,CURRENT_icmp_recv,286
9 R,10,CURRENT_icmp_sent,35
55 R,10,CURRENT_icmp_sent,19
9 R,10,CURRENT_icmp_recv,89
49 R,10,CURRENT_icmp_sent,26
55 R,10,CURRENT_icmp_recv,39
42 R,10,CURRENT_icmp_sent,37
49 R,10,CURRENT_icmp_recv,46
42 R,10,CURRENT_icmp_recv,64
63 R,10,CURRENT_icmp_sent,30
63 R,10,CURRENT_icmp_recv,71
16 R,10,CURRENT_icmp_sent,35
103 R,10,CURRENT_icmp_sent,23
16 R,10,CURRENT_icmp_recv,83
103 R,10,CURRENT_icmp_recv,43
17 R,10,CURRENT_icmp_sent,18
17 R,10,CURRENT_icmp_recv,27
27 R,10,CURRENT_icmp_sent,18
48 R,10,CURRENT_icmp_sent,27
27 R,10,CURRENT_icmp_recv,63
80 R,10,CURRENT_icmp_sent,25
48 R,10,CURRENT_icmp_recv,50
80 R,10,CURRENT_icmp_recv,43
39 R,10,CURRENT_icmp_sent,27
39 R,10,CURRENT_icmp_recv,52
18 R,10,CURRENT_icmp_sent,42
18 R,10,CURRENT_icmp_recv,54
22 R,10,CURRENT_icmp_sent,79
22 R,10,CURRENT_icmp_recv,90
60 R,10,CURRENT_icmp_sent,28
60 R,10,CURRENT_icmp_recv,84
54 R,10,CURRENT_icmp_sent,126
64 R,10,CURRENT_icmp_sent,111
54 R,10,CURRENT_icmp_recv,163
64 R,10,CURRENT_icmp_recv,166
101 R,10,CURRENT_icmp_sent,17
101 R,10,CURRENT_icmp_recv,54
121 R,10,CURRENT_icmp_sent,16
121 R,10,CURRENT_icmp_recv,32
76 R,10,CURRENT_icmp_sent,51
76 R,10,CURRENT_icmp_recv,93
12 R,10,CURRENT_icmp_sent,17
12 R,10,CURRENT_icmp_recv,55
120 R,10,CURRENT_icmp_sent,26
120 R,10,CURRENT_icmp_recv,75
73 R,10,CURRENT_icmp_sent,41
73 R,10,CURRENT_icmp_recv,72
115 R,10,CURRENT_icmp_sent,42
115 R,10,CURRENT_icmp_recv,47
14 R,10,CURRENT_icmp_sent,64
14 R,10,CURRENT_icmp_recv,113
95 R,10,CURRENT_icmp_sent,59
95 R,10,CURRENT_icmp_recv,116
51 R,10,CURRENT_icmp_sent,21
51 R,10,CURRENT_icmp_recv,24
118 R,10,CURRENT_icmp_sent,23
118 R,10,CURRENT_icmp_recv,40
77 R,10,CURRENT_icmp_sent,37
77 R,10,CURRENT_icmp_recv,60
31 R,10,CURRENT_icmp_sent,41
31 R,10,CURRENT_icmp_recv,80
113 R,10,CURRENT_icmp_sent,22
113 R,10,CURRENT_icmp_recv,50
24 R,10,CURRENT_icmp_sent,23
24 R,10,CURRENT_icmp_recv,38
53 R,10,CURRENT_icmp_sent,23
53 R,10,CURRENT_icmp_recv,48
45 R,10,CURRENT_icmp_sent,56
58 R,10,CURRENT_icmp_sent,18
45 R,10,CURRENT_icmp_recv,71
28 R,10,CURRENT_icmp_sent,41
58 R,10,CURRENT_icmp_recv,17
28 R,10,CURRENT_icmp_recv,64
84 R,10,CURRENT_icmp_sent,9
11 R,10,CURRENT_icmp_sent,45
84 R,10,CURRENT_icmp_recv,31
11 R,10,CURRENT_icmp_recv,161
44 R,10,CURRENT_icmp_sent,25
6 R,10,CURRENT_icmp_sent,40
44 R,10,CURRENT_icmp_recv,58
6 R,10,CURRENT_icmp_recv,115
21 R,10,CURRENT_icmp_sent,73
21 R,10,CURRENT_icmp_recv,111
107 R,10,CURRENT_icmp_sent,22
107 R,10,CURRENT_icmp_recv,65
82 R,10,CURRENT_icmp_sent,11
114 R,10,CURRENT_icmp_sent,40
82 R,10,CURRENT_icmp_recv,15
114 R,10,CURRENT_icmp_recv,61
92 R,10,CURRENT_icmp_sent,88
92 R,10,CURRENT_icmp_recv,152
89 R,10,CURRENT_icmp_sent,80
104 R,10,CURRENT_icmp_sent,22
89 R,10,CURRENT_icmp_recv,137
104 R,10,CURRENT_icmp_recv,39
40 R,10,CURRENT_icmp_sent,51
40 R,10,CURRENT_icmp_recv,81
99 R,10,CURRENT_icmp_sent,17
99 R,10,CURRENT_icmp_recv,36
19 R,10,CURRENT_icmp_sent,42
19 R,10,CURRENT_icmp_recv,97
94 R,10,CURRENT_icmp_sent,26
94 R,10,CURRENT_icmp_recv,63
75 R,10,CURRENT_icmp_sent,35
75 R,10,CURRENT_icmp_recv,75
85 R,10,CURRENT_icmp_sent,27
85 R,10,CURRENT_icmp_recv,65
109 R,10,CURRENT_icmp_sent,17
86 R,10,CURRENT_icmp_sent,57
109 R,10,CURRENT_icmp_recv,30
86 R,10,CURRENT_icmp_recv,85
15 R,10,CURRENT_icmp_sent,15
15 R,10,CURRENT_icmp_recv,38
61 R,10,CURRENT_icmp_sent,60
61 R,10,CURRENT_icmp_recv,90
38 R,10,CURRENT_icmp_sent,131
38 R,10,CURRENT_icmp_recv,160
23 R,10,CURRENT_icmp_sent,52
23 R,10,CURRENT_icmp_recv,84
116 R,10,CURRENT_icmp_sent,6
116 R,10,CURRENT_icmp_recv,8
3 R,10,CURRENT_icmp_sent,129
3 R,10,CURRENT_icmp_recv,214
102 R,10,CURRENT_icmp_sent,18
25 R,10,CURRENT_icmp_sent,45
102 R,10,CURRENT_icmp_recv,28
25 R,10,CURRENT_icmp_recv,98
122 R,10,CURRENT_icmp_sent,75
122 R,10,CURRENT_icmp_recv,71
59 R,10,CURRENT_icmp_sent,6
59 R,10,CURRENT_icmp_recv,21
123 R,10,CURRENT_icmp_sent,42
123 R,10,CURRENT_icmp_recv,73
93 R,10,CURRENT_icmp_sent,50
93 R,10,CURRENT_icmp_recv,106
34 R,10,CURRENT_icmp_sent,69
34 R,10,CURRENT_icmp_recv,109
78 R,11,CURRENT_icmp_sent,43
78 R,11,CURRENT_icmp_recv,78
71 R,11,CURRENT_icmp_sent,7
71 R,11,CURRENT_icmp_recv,45
41 R,11,CURRENT_icmp_sent,21
36 R,11,CURRENT_icmp_sent,20
41 R,11,CURRENT_icmp_recv,54
36 R,11,CURRENT_icmp_recv,32
26 R,11,CURRENT_icmp_sent,21
26 R,11,CURRENT_icmp_recv,47
72 R,11,CURRENT_icmp_sent,20
72 R,11,CURRENT_icmp_recv,47
87 R,11,CURRENT_icmp_sent,14
87 R,11,CURRENT_icmp_recv,35
10 R,11,CURRENT_icmp_sent,33
10 R,11,CURRENT_icmp_recv,57
69 R,11,CURRENT_icmp_sent,58
69 R,11,CURRENT_icmp_recv,91
50 R,11,CURRENT_icmp_sent,17
110 R,11,CURRENT_icmp_sent,34
50 R,11,CURRENT_icmp_recv,69
110 R,11,CURRENT_icmp_recv,64
96 R,11,CURRENT_icmp_sent,77
96 R,11,CURRENT_icmp_recv,134
62 R,11,CURRENT_icmp_sent,20
62 R,11,CURRENT_icmp_recv,47
52 R,11,CURRENT_icmp_sent,15
81 R,11,CURRENT_icmp_sent,60
52 R,11,CURRENT_icmp_recv,30
81 R,11,CURRENT_icmp_recv,101
117 R,11,CURRENT_icmp_sent,35
117 R,11,CURRENT_icmp_recv,48
100 R,11,CURRENT_icmp_sent,26
100 R,11,CURRENT_icmp_recv,35
30 R,11,CURRENT_icmp_sent,26
30 R,11,CURRENT_icmp_recv,44
57 R,11,CURRENT_icmp_sent,45
57 R,11,CURRENT_icmp_recv,87
106 R,11,CURRENT_icmp_sent,27
108 R,11,CURRENT_icmp_sent,26
106 R,11,CURRENT_icmp_recv,95
108 R,11,CURRENT_icmp_recv,57
105 R,11,CURRENT_icmp_sent,23
97 R,11,CURRENT_icmp_sent,34
105 R,11,CURRENT_icmp_recv,37
97 R,11,CURRENT_icmp_recv,86
91 R,11,CURRENT_icmp_sent,29
13 R,11,CURRENT_icmp_sent,43
91 R,11,CURRENT_icmp_recv,52
33 R,11,CURRENT_icmp_sent,32
13 R,11,CURRENT_icmp_recv,96
33 R,11,CURRENT_icmp_recv,83
46 R,11,CURRENT_icmp_sent,50
37 R,11,CURRENT_icmp_sent,39
46 R,11,CURRENT_icmp_recv,88
37 R,11,CURRENT_icmp_recv,89
56 R,11,CURRENT_icmp_sent,16
90 R,11,CURRENT_icmp_sent,16
56 R,11,CURRENT_icmp_recv,40
90 R,11,CURRENT_icmp_recv,54
47 R,11,CURRENT_icmp_sent,27
47 R,11,CURRENT_icmp_recv,74
74 R,11,CURRENT_icmp_sent,46
2 R,11,CURRENT_icmp_sent,57
74 R,11,CURRENT_icmp_recv,98
2 R,11,CURRENT_icmp_recv,86
32 R,11,CURRENT_icmp_sent,22
32 R,11,CURRENT_icmp_recv,14
83 R,11,CURRENT_icmp_sent,15
83 R,11,CURRENT_icmp_recv,31
79 R,11,CURRENT_icmp_sent,54
8 R,11,CURRENT_icmp_sent,72
79 R,11,CURRENT_icmp_recv,87
112 R,11,CURRENT_icmp_sent,30
8 R,11,CURRENT_icmp_recv,78
112 R,11,CURRENT_icmp_recv,56
88 R,11,CURRENT_icmp_sent,21
67 R,11,CURRENT_icmp_sent,35
88 R,11,CURRENT_icmp_recv,35
67 R,11,CURRENT_icmp_recv,77
111 R,11,CURRENT_icmp_sent,14
111 R,11,CURRENT_icmp_recv,34
119 R,11,CURRENT_icmp_sent,8
119 R,11,CURRENT_icmp_recv,28
70 R,11,CURRENT_icmp_sent,70
70 R,11,CURRENT_icmp_recv,120
98 R,11,CURRENT_icmp_sent,51
98 R,11,CURRENT_icmp_recv,136
20 R,11,CURRENT_icmp_sent,29
20 R,11,CURRENT_icmp_recv,49
65 R,11,CURRENT_icmp_sent,40
65 R,11,CURRENT_icmp_recv,66
4 R,11,CURRENT_icmp_sent,46
4 R,11,CURRENT_icmp_recv,60
35 R,11,CURRENT_icmp_sent,18
35 R,11,CURRENT_icmp_recv,47
66 R,11,CURRENT_icmp_sent,12
68 R,11,CURRENT_icmp_sent,23
66 R,11,CURRENT_icmp_recv,70
68 R,11,CURRENT_icmp_recv,66
43 R,11,CURRENT_icmp_sent,44
43 R,11,CURRENT_icmp_recv,83
29 R,11,CURRENT_icmp_sent,60
29 R,11,CURRENT_icmp_recv,106
9 R,11,CURRENT_icmp_sent,30
9 R,11,CURRENT_icmp_recv,65
55 R,11,CURRENT_icmp_sent,6
55 R,11,CURRENT_icmp_recv,15
42 R,11,CURRENT_icmp_sent,26
49 R,11,CURRENT_icmp_sent,21
42 R,11,CURRENT_icmp_recv,42
49 R,11,CURRENT_icmp_recv,39
63 R,11,CURRENT_icmp_sent,21
63 R,11,CURRENT_icmp_recv,51
16 R,11,CURRENT_icmp_sent,23
103 R,11,CURRENT_icmp_sent,19
16 R,11,CURRENT_icmp_recv,52
103 R,11,CURRENT_icmp_recv,31
48 R,11,CURRENT_icmp_sent,82
17 R,11,CURRENT_icmp_sent,11
27 R,11,CURRENT_icmp_sent,24
48 R,11,CURRENT_icmp_recv,131
17 R,11,CURRENT_icmp_recv,21
27 R,11,CURRENT_icmp_recv,51
80 R,11,CURRENT_icmp_sent,14
80 R,11,CURRENT_icmp_recv,34
39 R,11,CURRENT_icmp_sent,18
64 R,11,CURRENT_icmp_sent,22
39 R,11,CURRENT_icmp_recv,34
64 R,11,CURRENT_icmp_recv,36
60 R,11,CURRENT_icmp_sent,25
60 R,11,CURRENT_icmp_recv,44
18 R,11,CURRENT_icmp_sent,70
18 R,11,CURRENT_icmp_recv,120
54 R,11,CURRENT_icmp_sent,35
22 R,11,CURRENT_icmp_sent,99
54 R,11,CURRENT_icmp_recv,48
22 R,11,CURRENT_icmp_recv,126
101 R,11,CURRENT_icmp_sent,13
101 R,11,CURRENT_icmp_recv,23
121 R,11,CURRENT_icmp_sent,14
121 R,11,CURRENT_icmp_recv,37
76 R,11,CURRENT_icmp_sent,24
76 R,11,CURRENT_icmp_recv,71
120 R,11,CURRENT_icmp_sent,18
12 R,11,CURRENT_icmp_sent,13
120 R,11,CURRENT_icmp_recv,30
12 R,11,CURRENT_icmp_recv,59
115 R,11,CURRENT_icmp_sent,17
73 R,11,CURRENT_icmp_sent,45
115 R,11,CURRENT_icmp_recv,19
73 R,11,CURRENT_icmp_recv,91
14 R,11,CURRENT_icmp_sent,20
14 R,11,CURRENT_icmp_recv,64
95 R,11,CURRENT_icmp_sent,60
51 R,11,CURRENT_icmp_sent,9
95 R,11,CURRENT_icmp_recv,106
51 R,11,CURRENT_icmp_recv,24
118 R,11,CURRENT_icmp_sent,21
77 R,11,CURRENT_icmp_sent,45
118 R,11,CURRENT_icmp_recv,50
77 R,11,CURRENT_icmp_recv,48
113 R,11,CURRENT_icmp_sent,33
31 R,11,CURRENT_icmp_sent,38
113 R,11,CURRENT_icmp_recv,66
31 R,11,CURRENT_icmp_recv,62
24 R,11,CURRENT_icmp_sent,23
24 R,11,CURRENT_icmp_recv,37
53 R,11,CURRENT_icmp_sent,17
53 R,11,CURRENT_icmp_recv,36
28 R,11,CURRENT_icmp_sent,16
45 R,11,CURRENT_icmp_sent,19
28 R,11,CURRENT_icmp_recv,49
58 R,11,CURRENT_icmp_sent,17
45 R,11,CURRENT_icmp_recv,26
58 R,11,CURRENT_icmp_recv,15
11 R,11,CURRENT_icmp_sent,55
84 R,11,CURRENT_icmp_sent,19
11 R,11,CURRENT_icmp_recv,68
84 R,11,CURRENT_icmp_recv,50
6 R,11,CURRENT_icmp_sent,36
6 R,11,CURRENT_icmp_recv,64
44 R,11,CURRENT_icmp_sent,17
44 R,11,CURRENT_icmp_recv,33
21 R,11,CURRENT_icmp_sent,62
21 R,11,CURRENT_icmp_recv,91
114 R,11,CURRENT_icmp_sent,101
107 R,11,CURRENT_icmp_sent,31
114 R,11,CURRENT_icmp_recv,156
82 R,11,CURRENT_icmp_sent,29
107 R,11,CURRENT_icmp_recv,88
82 R,11,CURRENT_icmp_recv,51
92 R,11,CURRENT_icmp_sent,44
92 R,11,CURRENT_icmp_recv,87
89 R,11,CURRENT_icmp_sent,15
89 R,11,CURRENT_icmp_recv,51
104 R,11,CURRENT_icmp_sent,5
104 R,11,CURRENT_icmp_recv,25
40 R,11,CURRENT_icmp_sent,81
99 R,11,CURRENT_icmp_sent,29
40 R,11,CURRENT_icmp_recv,121
99 R,11,CURRENT_icmp_recv,51
19 R,11,CURRENT_icmp_sent,47
19 R,11,CURRENT_icmp_recv,113
75 R,11,CURRENT_icmp_sent,82
94 R,11,CURRENT_icmp_sent,44
75 R,11,CURRENT_icmp_recv,125
94 R,11,CURRENT_icmp_recv,80
85 R,11,CURRENT_icmp_sent,62
85 R,11,CURRENT_icmp_recv,103
86 R,11,CURRENT_icmp_sent,36
86 R,11,CURRENT_icmp_recv,80
109 R,11,CURRENT_icmp_sent,24
15 R,11,CURRENT_icmp_sent,40
109 R,11,CURRENT_icmp_recv,44
15 R,11,CURRENT_icmp_recv,72
38 R,11,CURRENT_icmp_sent,81
3 R,11,CURRENT_icmp_sent,30
38 R,11,CURRENT_icmp_recv,151
3 R,11,CURRENT_icmp_recv,65
61 R,11,CURRENT_icmp_sent,79
61 R,11,CURRENT_icmp_recv,120
23 R,11,CURRENT_icmp_sent,113
23 R,11,CURRENT_icmp_recv,149
116 R,11,CURRENT_icmp_sent,14
116 R,11,CURRENT_icmp_recv,36
25 R,11,CURRENT_icmp_sent,40
25 R,11,CURRENT_icmp_recv,71
102 R,11,CURRENT_icmp_sent,12
102 R,11,CURRENT_icmp_recv,10
122 R,11,CURRENT_icmp_sent,92
59 R,11,CURRENT_icmp_sent,16
123 R,11,CURRENT_icmp_sent,28
122 R,11,CURRENT_icmp_recv,152
59 R,11,CURRENT_icmp_recv,37
123 R,11,CURRENT_icmp_recv,80
34 R,11,CURRENT_icmp_sent,27
93 R,11,CURRENT_icmp_sent,56
34 R,11,CURRENT_icmp_recv,69
93 R,11,CURRENT_icmp_recv,84
