NODE,TIME,DATA TYPE,VALUES
"11	R",32,TOTAL_icmp_sent,134
"11	R",32,TOTAL_icmp_recv,93
"21	R",32,TOTAL_icmp_sent,224
"6	R",32,TOTAL_icmp_sent,200
"21	R",32,TOTAL_icmp_recv,294
"6	R",32,TOTAL_icmp_recv,184
"19	R",32,TOTAL_icmp_sent,162
"19	R",32,TOTAL_icmp_recv,266
"15	R",32,TOTAL_icmp_sent,173
"15	R",32,TOTAL_icmp_recv,236
"3	R",32,TOTAL_icmp_sent,231
"23	R",32,TOTAL_icmp_sent,148
"3	R",32,TOTAL_icmp_recv,246
"23	R",32,TOTAL_icmp_recv,101
"10	R",33,TOTAL_icmp_sent,275
"10	R",33,TOTAL_icmp_recv,420
"13	R",33,TOTAL_icmp_sent,229
"13	R",33,TOTAL_icmp_recv,454
"2	R",33,TOTAL_icmp_sent,135
"2	R",33,TOTAL_icmp_recv,137
"8	R",33,TOTAL_icmp_sent,144
"8	R",33,TOTAL_icmp_recv,368
"20	R",33,TOTAL_icmp_sent,185
"20	R",33,TOTAL_icmp_recv,308
"4	R",33,TOTAL_icmp_sent,138
"4	R",33,TOTAL_icmp_recv,199
"9	R",33,TOTAL_icmp_sent,134
"9	R",33,TOTAL_icmp_recv,274
"16	R",33,TOTAL_icmp_sent,185
"17	R",33,TOTAL_icmp_sent,146
"16	R",33,TOTAL_icmp_recv,338
"17	R",33,TOTAL_icmp_recv,344
"22	R",33,TOTAL_icmp_sent,147
"18	R",33,TOTAL_icmp_sent,165
"22	R",33,TOTAL_icmp_recv,155
"18	R",33,TOTAL_icmp_recv,162
"12	R",33,TOTAL_icmp_sent,163
"12	R",33,TOTAL_icmp_recv,321
"14	R",33,TOTAL_icmp_sent,347
"14	R",33,TOTAL_icmp_recv,638
"11	R",33,TOTAL_icmp_sent,138
"11	R",33,TOTAL_icmp_recv,94
"6	R",33,TOTAL_icmp_sent,205
"6	R",33,TOTAL_icmp_recv,188
"21	R",33,TOTAL_icmp_sent,229
"21	R",33,TOTAL_icmp_recv,296
"19	R",33,TOTAL_icmp_sent,168
"19	R",33,TOTAL_icmp_recv,271
"15	R",33,TOTAL_icmp_sent,178
"15	R",33,TOTAL_icmp_recv,240
"3	R",33,TOTAL_icmp_sent,238
"3	R",33,TOTAL_icmp_recv,248
"23	R",33,TOTAL_icmp_sent,152
"23	R",33,TOTAL_icmp_recv,105
"10	R",34,TOTAL_icmp_sent,280
"10	R",34,TOTAL_icmp_recv,429
"13	R",34,TOTAL_icmp_sent,242
"13	R",34,TOTAL_icmp_recv,467
"2	R",34,TOTAL_icmp_sent,138
"2	R",34,TOTAL_icmp_recv,143
"8	R",34,TOTAL_icmp_sent,150
"8	R",34,TOTAL_icmp_recv,377
"20	R",34,TOTAL_icmp_sent,189
"20	R",34,TOTAL_icmp_recv,313
"4	R",34,TOTAL_icmp_sent,141
"4	R",34,TOTAL_icmp_recv,205
"9	R",34,TOTAL_icmp_sent,138
"9	R",34,TOTAL_icmp_recv,279
"16	R",34,TOTAL_icmp_sent,192
"17	R",34,TOTAL_icmp_sent,149
"16	R",34,TOTAL_icmp_recv,350
"17	R",34,TOTAL_icmp_recv,352
"22	R",34,TOTAL_icmp_sent,150
"18	R",34,TOTAL_icmp_sent,169
"22	R",34,TOTAL_icmp_recv,156
"18	R",34,TOTAL_icmp_recv,164
"12	R",34,TOTAL_icmp_sent,169
"12	R",34,TOTAL_icmp_recv,324
"14	R",34,TOTAL_icmp_sent,353
"14	R",34,TOTAL_icmp_recv,652
"11	R",34,TOTAL_icmp_sent,143
"11	R",34,TOTAL_icmp_recv,95
"6	R",34,TOTAL_icmp_sent,209
"6	R",34,TOTAL_icmp_recv,191
"21	R",34,TOTAL_icmp_sent,233
"21	R",34,TOTAL_icmp_recv,299
"19	R",34,TOTAL_icmp_sent,174
"19	R",34,TOTAL_icmp_recv,277
"15	R",34,TOTAL_icmp_sent,182
"15	R",34,TOTAL_icmp_recv,244
"3	R",34,TOTAL_icmp_sent,242
"3	R",34,TOTAL_icmp_recv,255
"23	R",34,TOTAL_icmp_sent,157
"23	R",34,TOTAL_icmp_recv,108
"10	R",35,TOTAL_icmp_sent,287
"10	R",35,TOTAL_icmp_recv,440
"13	R",35,TOTAL_icmp_sent,254
"13	R",35,TOTAL_icmp_recv,482
"2	R",35,TOTAL_icmp_sent,143
"2	R",35,TOTAL_icmp_recv,146
"8	R",35,TOTAL_icmp_sent,154
"8	R",35,TOTAL_icmp_recv,397
"20	R",35,TOTAL_icmp_sent,194
"20	R",35,TOTAL_icmp_recv,321
"4	R",35,TOTAL_icmp_sent,145
"4	R",35,TOTAL_icmp_recv,216
"9	R",35,TOTAL_icmp_sent,142
"9	R",35,TOTAL_icmp_recv,286
"16	R",35,TOTAL_icmp_sent,204
"17	R",35,TOTAL_icmp_sent,153
"16	R",35,TOTAL_icmp_recv,359
"17	R",35,TOTAL_icmp_recv,362
"22	R",35,TOTAL_icmp_sent,156
"18	R",35,TOTAL_icmp_sent,175
"22	R",35,TOTAL_icmp_recv,160
"18	R",35,TOTAL_icmp_recv,170
"12	R",35,TOTAL_icmp_sent,173
"12	R",35,TOTAL_icmp_recv,335
"14	R",35,TOTAL_icmp_sent,359
"14	R",35,TOTAL_icmp_recv,663
"11	R",35,TOTAL_icmp_sent,146
"11	R",35,TOTAL_icmp_recv,99
"6	R",35,TOTAL_icmp_sent,212
"6	R",35,TOTAL_icmp_recv,195
"21	R",35,TOTAL_icmp_sent,237
"21	R",35,TOTAL_icmp_recv,304
"19	R",35,TOTAL_icmp_sent,179
"19	R",35,TOTAL_icmp_recv,284
"15	R",35,TOTAL_icmp_sent,187
"15	R",35,TOTAL_icmp_recv,250
"23	R",35,TOTAL_icmp_sent,168
"23	R",35,TOTAL_icmp_recv,110
"3	R",35,TOTAL_icmp_sent,251
"3	R",35,TOTAL_icmp_recv,268
"10	R",36,TOTAL_icmp_sent,293
"10	R",36,TOTAL_icmp_recv,448
"13	R",36,TOTAL_icmp_sent,266
"13	R",36,TOTAL_icmp_recv,493
"2	R",36,TOTAL_icmp_sent,147
"2	R",36,TOTAL_icmp_recv,148
"8	R",36,TOTAL_icmp_sent,159
"8	R",36,TOTAL_icmp_recv,404
"20	R",36,TOTAL_icmp_sent,197
"20	R",36,TOTAL_icmp_recv,325
"4	R",36,TOTAL_icmp_sent,150
"4	R",36,TOTAL_icmp_recv,220
"9	R",36,TOTAL_icmp_sent,145
"9	R",36,TOTAL_icmp_recv,290
"16	R",36,TOTAL_icmp_sent,210
"16	R",36,TOTAL_icmp_recv,367
"22	R",36,TOTAL_icmp_sent,159
"18	R",36,TOTAL_icmp_sent,178
"17	R",36,TOTAL_icmp_sent,158
"22	R",36,TOTAL_icmp_recv,162
"18	R",36,TOTAL_icmp_recv,171
"17	R",36,TOTAL_icmp_recv,368
"12	R",36,TOTAL_icmp_sent,177
"12	R",36,TOTAL_icmp_recv,341
"14	R",36,TOTAL_icmp_sent,366
"14	R",36,TOTAL_icmp_recv,670
"11	R",36,TOTAL_icmp_sent,149
"11	R",36,TOTAL_icmp_recv,101
"6	R",36,TOTAL_icmp_sent,216
"6	R",36,TOTAL_icmp_recv,195
"21	R",36,TOTAL_icmp_sent,241
"21	R",36,TOTAL_icmp_recv,308
"19	R",36,TOTAL_icmp_sent,183
"19	R",36,TOTAL_icmp_recv,290
"15	R",36,TOTAL_icmp_sent,190
"15	R",36,TOTAL_icmp_recv,253
"3	R",36,TOTAL_icmp_sent,254
"23	R",36,TOTAL_icmp_sent,172
"3	R",36,TOTAL_icmp_recv,271
"23	R",36,TOTAL_icmp_recv,112
